moviename,charactername,time
 The Incredible Hulk,Happy Hogan,0
 The Incredible Hulk,Harley Keener,0
 The Incredible Hulk,Heimdall,0
 The Incredible Hulk,Hela,0
 The Incredible Hulk,Ho Yinsen,0
 The Incredible Hulk,Hogun,0
 The Incredible Hulk,Hope van Dyne,0
 The Incredible Hulk,Howard Stark,0
 The Incredible Hulk,Ivan Vanko,0
 The Incredible Hulk,Jane Foster,0
 The Incredible Hulk,Jasper Sitwell,0
 The Incredible Hulk,Johann Schmidt,0
 The Incredible Hulk,Justin Hammer,0
 The Incredible Hulk,Kaecilius,0
 The Incredible Hulk,King Laufey,0
 The Incredible Hulk,Korg,0
 The Incredible Hulk,Kraglin,0
 The Incredible Hulk,Laura Barton,0
 The Incredible Hulk,Liz Allan,0
 The Incredible Hulk,Loki,0
 The Incredible Hulk,Luis,0
 The Incredible Hulk,Malekith the Accursed,0
 The Incredible Hulk,Mantis,0
 The Incredible Hulk,Maria Hill,0
 The Incredible Hulk,May Parker,0
 The Incredible Hulk,Maya Hansen,0
 The Incredible Hulk,Natasha Romanoff,0
 The Incredible Hulk,Nebula,0
 The Incredible Hulk,Ned Leeds,0
 The Incredible Hulk,Nick Fury,0
 The Incredible Hulk,Obadiah Stane,0
 The Incredible Hulk,Odin,0
 The Incredible Hulk,Paxton,0
 The Incredible Hulk,Peggy Carter,0
 The Incredible Hulk,Pepper Potts,0
 The Incredible Hulk,Peter Parker,0
 The Incredible Hulk,Peter Quill,0
 The Incredible Hulk,Pietro Maximoff,0
 The Incredible Hulk,Raza,0
 The Incredible Hulk,Rocket Raccoon,0
 The Incredible Hulk,Ronan the Accuser,0
 The Incredible Hulk,Sam Wilson,0
 The Incredible Hulk,Samuel Sterns,7.5
 The Incredible Hulk,Savin,0
 The Incredible Hulk,Scott Lang,0
 The Incredible Hulk,Sharon Carter,0
 The Incredible Hulk,Sif,0
 The Incredible Hulk,Skurge,0
 The Incredible Hulk,Steve Rogers,0
 The Incredible Hulk,T'Challa,0
 The Incredible Hulk,Taserface,0
 The Incredible Hulk,The Collector,0
 The Incredible Hulk,Thor,0
 The Incredible Hulk,Tinkerer,0
 The Incredible Hulk,Tony Stark,0.5
 The Incredible Hulk,Trevor Slattery,0
 The Incredible Hulk,Ultron,0
 The Incredible Hulk,Valkyrie,0
 The Incredible Hulk,Vision,0
 The Incredible Hulk,Volstagg,0
 The Incredible Hulk,Wanda Maximoff,0
 The Incredible Hulk,Wong,0
 The Incredible Hulk,Yondu Udonta,0
 The Incredible Hulk,Zemo,0
 Thor,Adrian Toomes,0
 Thor,Agent Phil Coulson,4
 Thor,Aldrich Killian,0
 Thor,Alexander Pierce,0
 Thor,Algrim,0
 Thor,Ancient One,0
 Thor,Arnim Zola,0
 Thor,Ayesha,0
 Thor,Baron Mordo,0
 Thor,Betty Ross,0
 Thor,Bruce Banner,0
 Thor,Bucky Barnes,0
 Thor,Cassandra Lang,0
 Thor,Chester Phillips,0
 Thor,Christine Everhart,0
 Thor,Christine Palmer,0
 Thor,Clint Barton,0.5
 Thor,Col. James Rhodes,0
 Thor,Crossbones,0
 Thor,Darcy Lewis,8.5
 Thor,Darren Cross,0
 Thor,Dr. Abraham Erskine,0
 Thor,Dr. Helen Cho,0
 Thor,Dr. Stephen Strange,0
 Thor,Drax the Destroyer,0
 Thor,Ego the Living Planet,0
 Thor,Emil Blonsky,0
 Thor,Erik Selvig,13.75
 Thor,Fandral,7
 Thor,Frigga,2
 Thor,Gamora,0
 Thor,Gen. Thaddeus Ross,0
 Thor,Grandmaster,0
 Thor,Groot,0
 Thor,Hank Pym,0
 Thor,Happy Hogan,0
 Thor,Harley Keener,0
 Thor,Heimdall,4.25
 Thor,Hela,0
 Thor,Ho Yinsen,0
 Thor,Hogun,6.5
 Thor,Hope van Dyne,0
 Thor,Howard Stark,0
 Thor,Ivan Vanko,0
 Thor,Jane Foster,21
 Thor,Jasper Sitwell,1
 Thor,Johann Schmidt,0
 Thor,Justin Hammer,0
 Thor,Kaecilius,0
 Thor,King Laufey,3.5
 Thor,Korg,0
 Thor,Kraglin,0
 Thor,Laura Barton,0
 Thor,Liz Allan,0
 Thor,Loki,21.25
 Thor,Luis,0
 Thor,Malekith the Accursed,0
 Thor,Mantis,0
 Thor,Maria Hill,0
 Thor,May Parker,0
 Thor,Maya Hansen,0
 Thor,Natasha Romanoff,0
 Thor,Nebula,0
 Thor,Ned Leeds,0
 Thor,Nick Fury,0.75
 Thor,Obadiah Stane,0
 Thor,Odin,11.25
 Thor,Paxton,0
 Thor,Peggy Carter,0
 Thor,Pepper Potts,0
 Thor,Peter Parker,0
 Thor,Peter Quill,0
 Thor,Pietro Maximoff,0
 Thor,Raza,0
 Thor,Rocket Raccoon,0
 Thor,Ronan the Accuser,0
 Thor,Sam Wilson,0
 Thor,Samuel Sterns,0
 Thor,Savin,0
 Thor,Scott Lang,0
 Thor,Sharon Carter,0
 Thor,Sif,8.25
 Thor,Skurge,0
 Thor,Steve Rogers,0
 Thor,T'Challa,0
 Thor,Taserface,0
 Thor,The Collector,0
 Thor,Thor,43.25
 Thor,Tinkerer,0
 Thor,Tony Stark,0
 Thor,Trevor Slattery,0
 Thor,Ultron,0
 Thor,Valkyrie,0
 Thor,Vision,0
 Thor,Volstagg,7
 Thor,Wanda Maximoff,0
 Thor,Wong,0
 Thor,Yondu Udonta,0
 Thor,Zemo,0
 Thor: Ragnarok,Adrian Toomes,0
 Thor: Ragnarok,Agent Phil Coulson,0
 Thor: Ragnarok,Aldrich Killian,0
 Thor: Ragnarok,Alexander Pierce,0
 Thor: Ragnarok,Algrim,0
 Thor: Ragnarok,Ancient One,0
 Thor: Ragnarok,Arnim Zola,0
 Thor: Ragnarok,Ayesha,0
 Thor: Ragnarok,Baron Mordo,0
 Thor: Ragnarok,Betty Ross,0
 Thor: Ragnarok,Bruce Banner,18
 Thor: Ragnarok,Bucky Barnes,0
 Thor: Ragnarok,Cassandra Lang,0
 Thor: Ragnarok,Chester Phillips,0
 Thor: Ragnarok,Christine Everhart,0
 Thor: Ragnarok,Christine Palmer,0
 Thor: Ragnarok,Clint Barton,0
 Thor: Ragnarok,Col. James Rhodes,0
 Thor: Ragnarok,Crossbones,0
 Thor: Ragnarok,Darcy Lewis,0
 Thor: Ragnarok,Darren Cross,0
 Thor: Ragnarok,Dr. Abraham Erskine,0
 Thor: Ragnarok,Dr. Helen Cho,0
 Thor: Ragnarok,Dr. Stephen Strange,2.75
 Thor: Ragnarok,Drax the Destroyer,0
 Thor: Ragnarok,Ego the Living Planet,0
 Thor: Ragnarok,Emil Blonsky,0
 Thor: Ragnarok,Erik Selvig,0
 Thor: Ragnarok,Fandral,0.5
 Thor: Ragnarok,Frigga,0
 Thor: Ragnarok,Gamora,0
 Thor: Ragnarok,Gen. Thaddeus Ross,0
 Thor: Ragnarok,Grandmaster,6
 Thor: Ragnarok,Groot,0
 Thor: Ragnarok,Hank Pym,0
 Thor: Ragnarok,Happy Hogan,0
 Thor: Ragnarok,Harley Keener,0
 Thor: Ragnarok,Heimdall,4.5
 Thor: Ragnarok,Hela,12.25
 Thor: Ragnarok,Ho Yinsen,0
 Thor: Ragnarok,Hogun,0.75
 Thor: Ragnarok,Hope van Dyne,0
 Thor: Ragnarok,Howard Stark,0
 Thor: Ragnarok,Ivan Vanko,0
 Thor: Ragnarok,Jane Foster,0
 Thor: Ragnarok,Jasper Sitwell,0
 Thor: Ragnarok,Johann Schmidt,0
 Thor: Ragnarok,Justin Hammer,0
 Thor: Ragnarok,Kaecilius,0
 Thor: Ragnarok,King Laufey,0
 Thor: Ragnarok,Korg,3.75
 Thor: Ragnarok,Kraglin,0
 Thor: Ragnarok,Laura Barton,0
 Thor: Ragnarok,Liz Allan,0
 Thor: Ragnarok,Loki,15
 Thor: Ragnarok,Luis,0
 Thor: Ragnarok,Malekith the Accursed,0
 Thor: Ragnarok,Mantis,0
 Thor: Ragnarok,Maria Hill,0
 Thor: Ragnarok,May Parker,0
 Thor: Ragnarok,Maya Hansen,0
 Thor: Ragnarok,Natasha Romanoff,0.25
 Thor: Ragnarok,Nebula,0
 Thor: Ragnarok,Ned Leeds,0
 Thor: Ragnarok,Nick Fury,0
 Thor: Ragnarok,Obadiah Stane,0
 Thor: Ragnarok,Odin,3.5
 Thor: Ragnarok,Paxton,0
 Thor: Ragnarok,Peggy Carter,0
 Thor: Ragnarok,Pepper Potts,0
 Thor: Ragnarok,Peter Parker,0
 Thor: Ragnarok,Peter Quill,0
 Thor: Ragnarok,Pietro Maximoff,0
 Thor: Ragnarok,Raza,0
 Thor: Ragnarok,Rocket Raccoon,0
 Thor: Ragnarok,Ronan the Accuser,0
 Thor: Ragnarok,Sam Wilson,0
 Thor: Ragnarok,Samuel Sterns,0
 Thor: Ragnarok,Savin,0
 Thor: Ragnarok,Scott Lang,0
 Thor: Ragnarok,Sharon Carter,0
 Thor: Ragnarok,Sif,0
 Thor: Ragnarok,Skurge,6.75
 Thor: Ragnarok,Steve Rogers,0
 Thor: Ragnarok,T'Challa,0
 Thor: Ragnarok,Taserface,0
 Thor: Ragnarok,The Collector,0
 Thor: Ragnarok,Thor,57
 Thor: Ragnarok,Tinkerer,0
 Thor: Ragnarok,Tony Stark,0
 Thor: Ragnarok,Trevor Slattery,0
 Thor: Ragnarok,Ultron,0
 Thor: Ragnarok,Valkyrie,15.5
 Thor: Ragnarok,Vision,0
 Thor: Ragnarok,Volstagg,0.5
 Thor: Ragnarok,Wanda Maximoff,0
 Thor: Ragnarok,Wong,0
 Thor: Ragnarok,Yondu Udonta,0
 Thor: Ragnarok,Zemo,0
 Thor: The Dark World,Adrian Toomes,0
 Thor: The Dark World,Agent Phil Coulson,0
 Thor: The Dark World,Aldrich Killian,0
 Thor: The Dark World,Alexander Pierce,0
 Thor: The Dark World,Algrim,6.25
 Thor: The Dark World,Ancient One,0
 Thor: The Dark World,Arnim Zola,0
 Thor: The Dark World,Ayesha,0
 Thor: The Dark World,Baron Mordo,0
 Thor: The Dark World,Betty Ross,0
 Thor: The Dark World,Bruce Banner,0
 Thor: The Dark World,Bucky Barnes,0
 Thor: The Dark World,Cassandra Lang,0
 Thor: The Dark World,Chester Phillips,0
 Thor: The Dark World,Christine Everhart,0
 Thor: The Dark World,Christine Palmer,0
 Thor: The Dark World,Clint Barton,0
 Thor: The Dark World,Col. James Rhodes,0
 Thor: The Dark World,Crossbones,0
 Thor: The Dark World,Darcy Lewis,8.75
 Thor: The Dark World,Darren Cross,0
 Thor: The Dark World,Dr. Abraham Erskine,0
 Thor: The Dark World,Dr. Helen Cho,0
 Thor: The Dark World,Dr. Stephen Strange,0
 Thor: The Dark World,Drax the Destroyer,0
 Thor: The Dark World,Ego the Living Planet,0
 Thor: The Dark World,Emil Blonsky,0
 Thor: The Dark World,Erik Selvig,6.5
 Thor: The Dark World,Fandral,2
 Thor: The Dark World,Frigga,4
 Thor: The Dark World,Gamora,0
 Thor: The Dark World,Gen. Thaddeus Ross,0
 Thor: The Dark World,Grandmaster,0
 Thor: The Dark World,Groot,0
 Thor: The Dark World,Hank Pym,0
 Thor: The Dark World,Happy Hogan,0
 Thor: The Dark World,Harley Keener,0
 Thor: The Dark World,Heimdall,4.25
 Thor: The Dark World,Hela,0
 Thor: The Dark World,Ho Yinsen,0
 Thor: The Dark World,Hogun,1
 Thor: The Dark World,Hope van Dyne,0
 Thor: The Dark World,Howard Stark,0
 Thor: The Dark World,Ivan Vanko,0
 Thor: The Dark World,Jane Foster,25
 Thor: The Dark World,Jasper Sitwell,0
 Thor: The Dark World,Johann Schmidt,0
 Thor: The Dark World,Justin Hammer,0
 Thor: The Dark World,Kaecilius,0
 Thor: The Dark World,King Laufey,0
 Thor: The Dark World,Korg,0
 Thor: The Dark World,Kraglin,0
 Thor: The Dark World,Laura Barton,0
 Thor: The Dark World,Liz Allan,0
 Thor: The Dark World,Loki,17.5
 Thor: The Dark World,Luis,0
 Thor: The Dark World,Malekith the Accursed,8.75
 Thor: The Dark World,Mantis,0
 Thor: The Dark World,Maria Hill,0
 Thor: The Dark World,May Parker,0
 Thor: The Dark World,Maya Hansen,0
 Thor: The Dark World,Natasha Romanoff,0
 Thor: The Dark World,Nebula,0
 Thor: The Dark World,Ned Leeds,0
 Thor: The Dark World,Nick Fury,0
 Thor: The Dark World,Obadiah Stane,0
 Thor: The Dark World,Odin,9
 Thor: The Dark World,Paxton,0
 Thor: The Dark World,Peggy Carter,0
 Thor: The Dark World,Pepper Potts,0
 Thor: The Dark World,Peter Parker,0
 Thor: The Dark World,Peter Quill,0
 Thor: The Dark World,Pietro Maximoff,0
 Thor: The Dark World,Raza,0
 Thor: The Dark World,Rocket Raccoon,0
 Thor: The Dark World,Ronan the Accuser,0
 Thor: The Dark World,Sam Wilson,0
 Thor: The Dark World,Samuel Sterns,0
 Thor: The Dark World,Savin,0
 Thor: The Dark World,Scott Lang,0
 Thor: The Dark World,Sharon Carter,0
 Thor: The Dark World,Sif,3.25
 Thor: The Dark World,Skurge,0
 Thor: The Dark World,Steve Rogers,0
 Thor: The Dark World,T'Challa,0
 Thor: The Dark World,Taserface,0
 Thor: The Dark World,The Collector,1.25
 Thor: The Dark World,Thor,35
 Thor: The Dark World,Tinkerer,0
 Thor: The Dark World,Tony Stark,0
 Thor: The Dark World,Trevor Slattery,0
 Thor: The Dark World,Ultron,0
 Thor: The Dark World,Valkyrie,0
 Thor: The Dark World,Vision,0
 Thor: The Dark World,Volstagg,2.75
 Thor: The Dark World,Wanda Maximoff,0
 Thor: The Dark World,Wong,0
 Thor: The Dark World,Yondu Udonta,0
 Thor: The Dark World,Zemo,0
